Last Last,Burna Boy,1,2022,5,12,4526,12,293466523,156,275,150,3,128,88,D#,Minor,80,55,56,13,0,8,9
SNAP,Rosa Linn,1,2022,3,19,1818,0,711366595,3,0,63,0,353,170,,Major,56,52,64,11,0,45,7
Sticky,Drake,1,2022,6,17,2814,0,191448892,38,105,25,0,2,137,A#,Minor,88,8,49,9,0,9,14
die first,Nessa Barrett,1,2022,6,24,767,0,131746175,25,0,22,0,0,183,G#,Minor,44,44,67,7,0,12,13
Afraid To Feel,LF System,1,2022,5,2,5898,5,244790012,129,55,128,0,101,128,C#,Major,58,68,91,2,0,27,11
Caile,Luar La L,1,2020,12,18,1494,2,273914335,17,12,15,0,0,122,,Major,70,46,76,30,0,9,45
GIVENCHY,Duki,1,2022,7,20,625,4,185236961,13,18,12,0,0,103,G#,Major,61,38,62,14,0,23,40
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4
Attention,NewJeans,1,2022,8,1,799,12,264717480,14,141,9,0,1,105,A#,Minor,81,70,65,24,0,8,4
THE SHADE,Rex Orange County,1,2022,3,11,1189,6,244928911,17,10,16,0,4,120,F,Major,90,73,51,39,0,9,6
Forget Me,Lewis Capaldi,1,2022,9,9,2520,4,239411309,93,95,84,9,202,102,C#,Minor,67,72,74,30,0,36,4
After LIKE,IVE,1,2022,8,22,767,12,265548837,20,129,11,0,12,125,,Major,68,80,92,10,0,9,12
Bound 2,Kanye West,1,2013,1,1,19806,7,703301727,33,11,274,0,0,149,C#,Major,37,28,66,14,0,9,5
Talk that Talk,TWICE,1,2022,8,26,615,0,189476119,14,77,15,1,2,120,D#,Minor,77,78,91,14,0,33,12
BILLIE EILISH.,Armani White,1,2022,1,20,2537,0,277132266,49,1,67,11,1,100,C#,Major,90,75,50,11,0,9,26
Ferxxo 100,Feid,1,2022,6,3,1647,30,278920007,20,49,23,2,2,164,G#,Minor,70,58,57,25,0,15,7
KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,2019,8,222410722,117,72,107,1,7,93,A#,Minor,65,79,66,31,0,22,7
Prohibidox,Feid,1,2022,9,13,1473,12,185392587,25,36,25,1,0,180,C#,Minor,65,52,80,5,0,6,25
Static,Steve Lacy,1,2022,7,15,1613,0,202452860,21,15,13,0,0,79,C#,Major,34,22,31,43,63,10,7
Sparks,Coldplay,1,2000,7,10,10826,4,624101957,24,0,805,0,0,103,C#,Major,37,17,27,75,5,10,3
Talk,YEAT,1,2022,9,2,920,0,148461629,10,1,8,0,0,140,E,Minor,70,26,76,8,0,54,23
Selfish,PnB Rock,1,2016,6,23,2468,0,380319238,15,0,0,0,0,102,C#,Minor,64,4,60,11,0,19,4
Lady Mi Amor,Feid,1,2022,9,13,330,0,53987404,3,0,2,0,0,93,D,Major,78,75,62,6,0,15,6
Poland,Lil Yachty,1,2022,6,23,1584,0,115331792,38,0,24,0,0,150,F,Minor,70,26,56,14,83,11,5
Nxde,(G)I-DLE,1,2022,10,17,430,6,170709584,14,116,9,0,11,136,E,Minor,73,65,91,4,0,48,18
Miss You,Southstar,1,1982,5,16,2020,0,154356956,77,10,119,0,40,145,A,Major,66,24,58,17,0,19,5
we fell in love in october,girl in red,1,2018,11,21,6858,0,723043854,31,21,15,0,4,130,G,Major,57,24,37,11,18,16,3
2 Be Loved (Am I Ready),Lizzo,1,2022,7,14,3682,6,247689123,41,0,158,2,68,156,G,Major,72,92,77,9,0,8,11
Celestial,Ed Sheeran,1,2022,9,29,1639,0,176474912,86,14,80,0,37,123,D,Major,57,50,85,5,0,16,4
Typa Girl,BLACKPINK,1,2022,9,16,452,10,235549288,2,129,13,0,1,132,G,Major,92,53,62,7,0,63,10
California Breeze,Lil Baby,1,2022,10,14,991,0,85559365,36,38,13,0,3,162,F,Minor,74,22,67,0,0,11,46
Vigilante Shit,Taylor Swift,1,2022,10,21,1948,0,253650850,12,9,16,0,0,80,E,Minor,80,16,28,17,0,12,39
Question...?,Taylor Swift,1,2022,10,21,1608,0,223064273,10,3,12,0,0,109,G,Major,75,11,50,20,0,30,17
Mastermind,Taylor Swift,1,2022,10,21,1936,0,218320587,7,5,13,0,0,126,E,Major,66,12,35,55,0,9,14
Labyrinth,Taylor Swift,1,2022,10,21,1597,0,187339835,6,3,15,0,0,110,,Major,48,15,31,80,22,12,4
Sweet Nothing,Taylor Swift,1,2022,10,21,1747,0,186104310,9,6,13,0,2,177,,Major,34,39,16,97,0,12,5
The Astronaut,Jin,1,2022,10,28,481,9,203436468,10,100,15,1,27,125,F,Major,54,22,76,0,0,14,3
BackOutsideBoyz,Drake,1,2022,11,4,1045,0,93367537,8,5,2,0,0,142,F,Minor,85,40,43,4,0,39,32
The Great War,Taylor Swift,1,2022,10,21,1274,0,181382590,1,6,11,0,0,96,F,Major,57,55,74,22,0,8,4
My Mind & Me,Selena Gomez,1,2022,11,3,953,0,91473363,61,13,37,1,0,144,A,Major,60,24,39,57,0,8,3
Bigger Than The Whole Sky,Taylor Swift,1,2022,10,21,1180,0,121871870,4,0,8,0,0,166,F#,Major,42,7,24,83,1,12,6
Alone,Burna Boy,1,2022,11,4,782,2,96007391,27,18,32,1,0,90,E,Minor,61,32,67,15,0,11,5
